"index","listing_id","price","nbhood_full"
"5995","11083362","50 dollars","Manhattan, Washington Heights"
"5996","11086888","200 dollars","Manhattan, Harlem"
"5997","11089123","100 dollars","Manhattan, Lower East Side"
"5998","11091309","119 dollars","Brooklyn, East New York"
"5999","11096801","49 dollars","Brooklyn, Crown Heights"
"6000","11097962","110 dollars","Manhattan, East Harlem"
"6001","11100490","500 dollars","Manhattan, Gramercy"
"6002","11100541","180 dollars","Brooklyn, Carroll Gardens"
"6003","11101754","145 dollars","Brooklyn, Bedford-Stuyvesant"
"6004","11107261","57 dollars","Manhattan, Harlem"
"6005","11121739","180 dollars","Manhattan, NoHo"
"6006","11123966","90 dollars","Manhattan, Harlem"
"6007","11128811","50 dollars","Queens, Long Island City"
"6008","11136854","90 dollars","Brooklyn, Gravesend"
"6009","11137382","165 dollars","Brooklyn, Bedford-Stuyvesant"
"6010","11138823","90 dollars","Bronx, Wakefield"
"6011","11139469","96 dollars","Brooklyn, Bedford-Stuyvesant"
"6012","11140165","390 dollars","Brooklyn, South Slope"
"6013","11146432","50 dollars","Brooklyn, Prospect Heights"
"6014","11147376","185 dollars","Brooklyn, Fort Greene"
"6015","11147993","85 dollars","Bronx, Williamsbridge"
"6016","11148990","235 dollars","Manhattan, Chinatown"
"6017","11162977","99 dollars","Queens, Ditmars Steinway"
"6018","11164599","120 dollars","Manhattan, Midtown"
"6019","11164714","350 dollars","Brooklyn, Williamsburg"
"6020","11165881","84 dollars","Queens, Long Island City"
"6021","11183567","154 dollars","Manhattan, Upper East Side"
"6022","11183878","75 dollars","Brooklyn, Crown Heights"
"6023","11186765","129 dollars","Queens, Sunnyside"
"6024","11187353","190 dollars","Brooklyn, Cobble Hill"
"6025","11187722","185 dollars","Manhattan, Hell's Kitchen"
"6026","11190303","108 dollars","Manhattan, East Village"
"6027","11190831","145 dollars","Brooklyn, Bedford-Stuyvesant"
"6028","11194693","89 dollars","Bronx, Longwood"
"6029","11206278","200 dollars","Manhattan, Lower East Side"
"6030","11219289","33 dollars","Brooklyn, East New York"
"6031","11223328","229 dollars","Manhattan, Lower East Side"
"6032","11227558","171 dollars","Brooklyn, Williamsburg"
"6033","11228611","40 dollars","Queens, Springfield Gardens"
"6034","11236273","36 dollars","Brooklyn, Crown Heights"
"6035","11255694","69 dollars","Brooklyn, Bedford-Stuyvesant"
"6036","11257690","700 dollars","Manhattan, Gramercy"
"6037","11261146","250 dollars","Brooklyn, Williamsburg"
"6038","11279590","145 dollars","Manhattan, Upper East Side"
"6039","11279847","70 dollars","Brooklyn, Clinton Hill"
"6040","11281365","70 dollars","Manhattan, Washington Heights"
"6041","11291712","50 dollars","Brooklyn, Bedford-Stuyvesant"
"6042","11295457","60 dollars","Manhattan, East Harlem"
"6043","11296590","165 dollars","Manhattan, Chelsea"
"6044","11301136","125 dollars","Manhattan, Upper East Side"
"6045","11304836","69 dollars","Brooklyn, Flatbush"
"6046","11305912","250 dollars","Brooklyn, Prospect Heights"
"6047","11315999","60 dollars","Queens, Astoria"
"6048","11319227","29 dollars","Manhattan, Inwood"
"6049","11321187","130 dollars","Manhattan, Upper East Side"
"6050","11325107","145 dollars","Manhattan, Gramercy"
"6051","11325635","195 dollars","Brooklyn, Bedford-Stuyvesant"
"6052","11334160","50 dollars","Brooklyn, Bushwick"
"6053","11334476","35 dollars","Manhattan, Inwood"
"6054","11334624","325 dollars","Manhattan, Lower East Side"
"6055","11337187","95 dollars","Brooklyn, Williamsburg"
"6056","11343196","94 dollars","Brooklyn, Cobble Hill"
"6057","11352664","95 dollars","Manhattan, East Harlem"
"6058","11355476","65 dollars","Manhattan, Little Italy"
"6059","11356941","349 dollars","Brooklyn, Williamsburg"
"6060","11359148","85 dollars","Brooklyn, Flatbush"
"6061","11360407","150 dollars","Brooklyn, Clinton Hill"
"6062","11362569","110 dollars","Manhattan, Hell's Kitchen"
"6063","11370047","80 dollars","Manhattan, Harlem"
"6064","11371099","83 dollars","Brooklyn, Bedford-Stuyvesant"
"6065","11371535","40 dollars","Bronx, Bronxdale"
"6066","11371773","79 dollars","Brooklyn, Bedford-Stuyvesant"
"6067","11372330","177 dollars","Manhattan, Harlem"
"6068","11378564","176 dollars","Brooklyn, Greenpoint"
"6069","11381288","199 dollars","Manhattan, Lower East Side"
"6070","11398939","55 dollars","Brooklyn, Sunset Park"
"6071","11399898","200 dollars","Manhattan, East Village"
"6072","11401884","100 dollars","Manhattan, East Harlem"
"6073","11412980","160 dollars","Brooklyn, Cobble Hill"
"6074","11420840","65 dollars","Queens, Jackson Heights"
"6075","11421477","159 dollars","Manhattan, West Village"
"6076","11421994","118 dollars","Queens, Ridgewood"
"6077","11422056","120 dollars","Queens, Maspeth"
"6078","11422779","91 dollars","Manhattan, Lower East Side"
"6079","11433561","175 dollars","Manhattan, East Village"
"6080","11434570","140 dollars","Manhattan, Upper West Side"
"6081","11436132","110 dollars","Queens, Long Island City"
"6082","11437634","90 dollars","Queens, Astoria"
"6083","11438189","135 dollars","Brooklyn, Bedford-Stuyvesant"
"6084","11440252","90 dollars","Manhattan, Upper East Side"
"6085","11442506","250 dollars","Manhattan, Upper West Side"
"6086","11444671","65 dollars","Manhattan, Harlem"
"6087","11451660","140 dollars","Brooklyn, Greenpoint"
"6088","11452547","300 dollars","Brooklyn, Boerum Hill"
"6089","11452989","50 dollars","Manhattan, Harlem"
"6090","11453784","200 dollars","Manhattan, Chelsea"
"6091","11456592","112 dollars","Brooklyn, Bedford-Stuyvesant"
"6092","11459084","110 dollars","Manhattan, Lower East Side"
"6093","11459958","690 dollars","Brooklyn, Williamsburg"
"6094","11460993","169 dollars","Manhattan, Harlem"
"6095","11461798","150 dollars","Manhattan, Upper West Side"
"6096","11465084","160 dollars","Manhattan, East Village"
"6097","11470210","50 dollars","Brooklyn, Bedford-Stuyvesant"
"6098","11474664","120 dollars","Queens, Ozone Park"
"6099","11477869","619 dollars","Brooklyn, Gowanus"
"6100","11478813","600 dollars","Manhattan, Flatiron District"
"6101","11481639","40 dollars","Queens, Corona"
"6102","11483117","54 dollars","Brooklyn, Clinton Hill"
"6103","11484489","140 dollars","Manhattan, Nolita"
"6104","11486601","131 dollars","Manhattan, Marble Hill"
"6105","11490215","450 dollars","Manhattan, Morningside Heights"
"6106","11490744","175 dollars","Brooklyn, Prospect-Lefferts Gardens"
"6107","11493255","280 dollars","Manhattan, Upper West Side"
"6108","11495797","1100 dollars","Manhattan, Midtown"
"6109","11496210","87 dollars","Queens, Ozone Park"
"6110","11496607","165 dollars","Manhattan, Harlem"
"6111","11509497","79 dollars","Brooklyn, Bedford-Stuyvesant"
"6112","11511431","165 dollars","Manhattan, Harlem"
"6113","11514756","250 dollars","Manhattan, Midtown"
"6114","11521447","199 dollars","Manhattan, Chinatown"
"6115","11524437","44 dollars","Manhattan, East Harlem"
"6116","11529142","120 dollars","Manhattan, East Harlem"
"6117","11531744","89 dollars","Manhattan, Upper East Side"
"6118","11534035","90 dollars","Manhattan, Upper East Side"
"6119","11535506","190 dollars","Manhattan, SoHo"
"6120","11542467","150 dollars","Manhattan, Washington Heights"
"6121","11544648","70 dollars","Manhattan, Chinatown"
"6122","11549838","57 dollars","Brooklyn, East Flatbush"
"6123","11552389","138 dollars","Manhattan, Hell's Kitchen"
"6124","11552402","90 dollars","Manhattan, Harlem"
"6125","11553357","125 dollars","Brooklyn, Bedford-Stuyvesant"
"6126","11553360","999 dollars","Brooklyn, Fort Greene"
"6127","11553765","150 dollars","Manhattan, Chinatown"
"6128","11563821","110 dollars","Manhattan, Chelsea"
"6129","11564373","150 dollars","Queens, Jamaica"
"6130","11565841","115 dollars","Brooklyn, Prospect-Lefferts Gardens"
"6131","11569227","115 dollars","Brooklyn, Bushwick"
"6132","11574674","148 dollars","Brooklyn, Bushwick"
"6133","11574785","95 dollars","Manhattan, Chinatown"
"6134","11575073","50 dollars","Brooklyn, Bedford-Stuyvesant"
"6135","11575101","79 dollars","Brooklyn, Bushwick"
"6136","11581737","101 dollars","Manhattan, Upper West Side"
"6137","11582123","135 dollars","Brooklyn, Bedford-Stuyvesant"
"6138","11591364","95 dollars","Brooklyn, Williamsburg"
"6139","11591798","140 dollars","Brooklyn, Crown Heights"
"6140","11602050","133 dollars","Manhattan, Upper East Side"
"6141","11603913","135 dollars","Manhattan, Upper West Side"
"6142","11604307","80 dollars","Brooklyn, Bedford-Stuyvesant"
"6143","11604885","69 dollars","Brooklyn, Williamsburg"
"6144","11605693","75 dollars","Manhattan, Two Bridges"
"6145","11609108","142 dollars","Manhattan, Little Italy"
"6146","11611298","97 dollars","Manhattan, Gramercy"
"6147","11617815","175 dollars","Manhattan, Hell's Kitchen"
"6148","11618854","45 dollars","Queens, East Elmhurst"
"6149","11619832","50 dollars","Manhattan, Harlem"
"6150","11620062","133 dollars","Manhattan, Kips Bay"
"6151","11620118","62 dollars","Brooklyn, Windsor Terrace"
"6152","11620821","90 dollars","Queens, Sunnyside"
"6153","11624287","99 dollars","Brooklyn, Cobble Hill"
"6154","11624694","120 dollars","Queens, Ditmars Steinway"
"6155","11625684","100 dollars","Queens, Ditmars Steinway"
"6156","11636784","380 dollars","Brooklyn, Bushwick"
"6157","11639297","35 dollars","Bronx, Kingsbridge"
"6158","11640318","285 dollars","Manhattan, Midtown"
"6159","11649232","200 dollars","Brooklyn, Williamsburg"
"6160","11650863","140 dollars","Manhattan, Lower East Side"
"6161","11651455","150 dollars","Manhattan, Midtown"
"6162","11651505","55 dollars","Queens, Flushing"
"6163","11651554","142 dollars","Manhattan, Greenwich Village"
"6164","11653081","150 dollars","Brooklyn, Flatbush"
"6165","11655500","106 dollars","Brooklyn, Crown Heights"
"6166","11656396","190 dollars","Brooklyn, Williamsburg"
"6167","11656750","150 dollars","Bronx, Melrose"
"6168","11657888","62 dollars","Brooklyn, Bedford-Stuyvesant"
"6169","11659008","34 dollars","Brooklyn, Flatlands"
"6170","11659242","129 dollars","Manhattan, Lower East Side"
"6171","11667910","205 dollars","Manhattan, Harlem"
"6172","11668469","85 dollars","Queens, Rockaway Beach"
"6173","11671588","150 dollars","Manhattan, Upper West Side"
"6174","11672400","186 dollars","Manhattan, Gramercy"
"6175","11672849","172 dollars","Manhattan, Upper West Side"
"6176","11675256","290 dollars","Manhattan, Chelsea"
"6177","11675715","95 dollars","Bronx, City Island"
"6178","11676984","165 dollars","Manhattan, Upper East Side"
"6179","11684682","29 dollars","Brooklyn, Crown Heights"
"6180","11687738","117 dollars","Manhattan, Upper East Side"
"6181","11693193","225 dollars","Brooklyn, Williamsburg"
"6182","11695094","140 dollars","Manhattan, Upper East Side"
"6183","11696801","119 dollars","Manhattan, East Village"
"6184","11697308","125 dollars","Manhattan, Upper East Side"
"6185","11701404","120 dollars","Manhattan, Upper West Side"
"6186","11707920","45 dollars","Brooklyn, Kensington"
"6187","11714137","250 dollars","Brooklyn, Gowanus"
"6188","11714323","300 dollars","Brooklyn, Williamsburg"
"6189","11714752","45 dollars","Queens, Astoria"
"6190","11715256","159 dollars","Manhattan, Kips Bay"
"6191","11716677","70 dollars","Manhattan, East Village"
"6192","11718547","81 dollars","Manhattan, Harlem"
"6193","11720001","190 dollars","Manhattan, Harlem"
"6194","11720130","225 dollars","Manhattan, Hell's Kitchen"
"6195","11724873","125 dollars","Manhattan, Hell's Kitchen"
"6196","11730376","62 dollars","Queens, Elmhurst"
"6197","11732848","495 dollars","Brooklyn, Fort Greene"
"6198","11732961","130 dollars","Manhattan, Harlem"
"6199","11735378","80 dollars","Brooklyn, Bushwick"
"6200","11737524","89 dollars","Brooklyn, Greenpoint"
"6201","11738831","140 dollars","Manhattan, Upper East Side"
"6202","11739071","142 dollars","Manhattan, Midtown"
"6203","11739168","125 dollars","Manhattan, Upper East Side"
"6204","11739698","133 dollars","Manhattan, Hell's Kitchen"
"6205","11741555","625 dollars","Manhattan, West Village"
"6206","11742647","100 dollars","Manhattan, Gramercy"
"6207","11743513","176 dollars","Brooklyn, Clinton Hill"
"6208","11745621","175 dollars","Manhattan, Hell's Kitchen"
"6209","11750272","75 dollars","Staten Island, Clifton"
"6210","11751327","125 dollars","Manhattan, Midtown"
"6211","11751718","159 dollars","Manhattan, Kips Bay"
"6212","11753010","99 dollars","Brooklyn, Brighton Beach"
"6213","11753116","49 dollars","Brooklyn, Crown Heights"
"6214","11753760","140 dollars","Brooklyn, South Slope"
"6215","11754456","165 dollars","Manhattan, Greenwich Village"
"6216","11755816","59 dollars","Brooklyn, Bushwick"
"6217","11755946","45 dollars","Brooklyn, Bushwick"
"6218","11756047","45 dollars","Brooklyn, Bushwick"
"6219","11758988","225 dollars","Manhattan, Harlem"
"6220","11760308","70 dollars","Manhattan, East Harlem"
"6221","11767644","95 dollars","Queens, Sunnyside"
"6222","11769558","100 dollars","Brooklyn, Bushwick"
"6223","11769741","59 dollars","Queens, Elmhurst"
"6224","11775347","199 dollars","Manhattan, Hell's Kitchen"
"6225","11775483","35 dollars","Brooklyn, Crown Heights"
"6226","11778761","60 dollars","Bronx, Longwood"
"6227","11782120","200 dollars","Manhattan, Hell's Kitchen"
"6228","11782585","200 dollars","Manhattan, Upper West Side"
"6229","11784410","50 dollars","Manhattan, Harlem"
"6230","11790047","98 dollars","Brooklyn, Prospect-Lefferts Gardens"
"6231","11791673","109 dollars","Brooklyn, Prospect-Lefferts Gardens"
"6232","11792006","145 dollars","Brooklyn, Bedford-Stuyvesant"
"6233","11799451","130 dollars","Manhattan, Midtown"
"6234","11801942","200 dollars","Brooklyn, South Slope"
"6235","11818137","43 dollars","Queens, Elmhurst"
"6236","11822193","154 dollars","Manhattan, Upper West Side"
"6237","11823125","86 dollars","Queens, Woodside"
"6238","11826442","80 dollars","Queens, East Elmhurst"
"6239","11827451","139 dollars","Brooklyn, Crown Heights"
"6240","11839668","275 dollars","Manhattan, Flatiron District"
"6241","11840404","142 dollars","Manhattan, Kips Bay"
"6242","11840545","135 dollars","Brooklyn, Crown Heights"
"6243","11843397","70 dollars","Manhattan, East Harlem"
"6244","11847204","140 dollars","Manhattan, East Village"
"6245","11850900","175 dollars","Brooklyn, Williamsburg"
"6246","11863468","142 dollars","Manhattan, Chelsea"
"6247","11864530","75 dollars","Manhattan, Harlem"
"6248","11869400","135 dollars","Brooklyn, East Flatbush"
"6249","11872337","99 dollars","Brooklyn, Bedford-Stuyvesant"
"6250","11873498","70 dollars","Manhattan, Harlem"
"6251","11888497","150 dollars","Manhattan, Upper East Side"
"6252","11890279","650 dollars","Manhattan, Flatiron District"
"6253","11891948","81 dollars","Brooklyn, Canarsie"
"6254","11894427","89 dollars","Manhattan, East Harlem"
"6255","11901938","168 dollars","Brooklyn, Crown Heights"
"6256","11902812","65 dollars","Brooklyn, Bushwick"
"6257","11904191","175 dollars","Manhattan, Harlem"
"6258","11904345","100 dollars","Brooklyn, Bedford-Stuyvesant"
"6259","11905096","119 dollars","Brooklyn, Flatbush"
"6260","11905189","105 dollars","Brooklyn, Bedford-Stuyvesant"
"6261","11909308","290 dollars","Manhattan, SoHo"
"6262","11912865","45 dollars","Queens, Kew Gardens"
"6263","11920660","595 dollars","Manhattan, SoHo"
"6264","11923881","150 dollars","Brooklyn, Fort Greene"
"6265","11924694","300 dollars","Manhattan, West Village"
"6266","11927300","35 dollars","Queens, Ridgewood"
"6267","11928713","38 dollars","Brooklyn, Flatbush"
"6268","11933676","500 dollars","Manhattan, SoHo"
"6269","11940117","148 dollars","Manhattan, Harlem"
"6270","11941755","133 dollars","Manhattan, East Village"
"6271","11947067","40 dollars","Manhattan, Harlem"
"6272","11949531","65 dollars","Brooklyn, Bushwick"
"6273","11959854","26 dollars","Bronx, Morris Heights"
"6274","11960466","175 dollars","Brooklyn, Williamsburg"
"6275","11961053","85 dollars","Brooklyn, Red Hook"
"6276","11966139","225 dollars","Manhattan, Chelsea"
"6277","11967737","40 dollars","Manhattan, Harlem"
"6278","11968539","110 dollars","Manhattan, Upper East Side"
"6279","11968680","117 dollars","Manhattan, Upper East Side"
"6280","11969727","800 dollars","Manhattan, Hell's Kitchen"
"6281","11970778","65 dollars","Brooklyn, Greenpoint"
"6282","11970867","105 dollars","Manhattan, Upper West Side"
"6283","11971334","34 dollars","Queens, Elmhurst"
"6284","11973701","150 dollars","Queens, Sunnyside"
"6285","11981021","250 dollars","Manhattan, Murray Hill"
"6286","11982791","145 dollars","Brooklyn, Bedford-Stuyvesant"
"6287","11984762","70 dollars","Brooklyn, East New York"
"6288","11989954","121 dollars","Brooklyn, Fort Hamilton"
"6289","11991426","198 dollars","Manhattan, East Village"
"6290","11993790","109 dollars","Brooklyn, Crown Heights"
"6291","12000603","150 dollars","Bronx, Riverdale"
"6292","12001650","170 dollars","Brooklyn, Williamsburg"
"6293","12003341","140 dollars","Brooklyn, Bedford-Stuyvesant"
"6294","12004547","200 dollars","Manhattan, Upper West Side"
"6295","12006770","125 dollars","Manhattan, East Village"
"6296","12007456","50 dollars","Manhattan, East Harlem"
"6297","12009651","120 dollars","Manhattan, Harlem"
"6298","12015378","105 dollars","Brooklyn, Sunset Park"
"6299","12019589","180 dollars","Brooklyn, Carroll Gardens"
"6300","12020835","450 dollars","Manhattan, East Village"
"6301","12022098","89 dollars","Brooklyn, South Slope"
"6302","12022728","172 dollars","Brooklyn, Carroll Gardens"
"6303","12025076","68 dollars","Manhattan, Harlem"
"6304","12025968","52 dollars","Manhattan, East Harlem"
"6305","12026418","70 dollars","Queens, Rego Park"
"6306","12034640","64 dollars","Brooklyn, Williamsburg"
"6307","12037967","59 dollars","Brooklyn, Williamsburg"
"6308","12038773","60 dollars","Brooklyn, Bushwick"
"6309","12039894","219 dollars","Queens, Kew Gardens"
"6310","12040331","999 dollars","Manhattan, Greenwich Village"
"6311","12050885","52 dollars","Queens, Elmhurst"
"6312","12051116","150 dollars","Manhattan, Upper West Side"
"6313","12052143","325 dollars","Manhattan, Upper West Side"
"6314","12052609","170 dollars","Manhattan, Washington Heights"
"6315","12053427","79 dollars","Queens, Maspeth"
"6316","12053637","175 dollars","Brooklyn, Clinton Hill"
"6317","12054516","120 dollars","Brooklyn, Crown Heights"
"6318","12054723","72 dollars","Manhattan, Harlem"
"6319","12064283","1000 dollars","Manhattan, East Village"
"6320","12071038","149 dollars","Manhattan, East Harlem"
"6321","12071454","40 dollars","Brooklyn, Bushwick"
"6322","12078997","160 dollars","Manhattan, Upper West Side"
"6323","12087785","169 dollars","Brooklyn, Clinton Hill"
"6324","12089013","239 dollars","Manhattan, Midtown"
"6325","12089692","67 dollars","Brooklyn, Bedford-Stuyvesant"
"6326","12091679","125 dollars","Manhattan, Upper West Side"
"6327","12092403","200 dollars","Brooklyn, Williamsburg"
"6328","12092786","81 dollars","Brooklyn, Sheepshead Bay"
"6329","12093078","325 dollars","Manhattan, Hell's Kitchen"
"6330","12093494","333 dollars","Manhattan, Midtown"
"6331","12095501","245 dollars","Manhattan, Hell's Kitchen"
"6332","12096332","999 dollars","Manhattan, Midtown"
"6333","12106348","206 dollars","Manhattan, Chelsea"
"6334","12108264","126 dollars","Brooklyn, Bedford-Stuyvesant"
"6335","12109533","129 dollars","Brooklyn, Bedford-Stuyvesant"
"6336","12110663","82 dollars","Manhattan, Harlem"
"6337","12113015","99 dollars","Manhattan, Midtown"
"6338","12113879","220 dollars","Manhattan, Chelsea"
"6339","12114017","125 dollars","Bronx, Mott Haven"
"6340","12114040","99 dollars","Manhattan, Midtown"
"6341","12114756","140 dollars","Manhattan, Upper West Side"
"6342","12122102","99 dollars","Manhattan, Inwood"
"6343","12129960","75 dollars","Brooklyn, Bushwick"
"6344","12130236","225 dollars","Queens, Belle Harbor"
"6345","12132772","60 dollars","Bronx, Longwood"
"6346","12133746","55 dollars","Bronx, Longwood"
"6347","12134113","60 dollars","Bronx, Longwood"
"6348","12135851","135 dollars","Brooklyn, Crown Heights"
"6349","12136198","139 dollars","Manhattan, Midtown"
"6350","12145875","40 dollars","Queens, Ridgewood"
"6351","12148081","300 dollars","Brooklyn, Williamsburg"
"6352","12151638","144 dollars","Brooklyn, Clinton Hill"
"6353","12153428","60 dollars","Brooklyn, Crown Heights"
"6354","12166897","89 dollars","Manhattan, East Harlem"
"6355","12166912","110 dollars","Manhattan, East Village"
"6356","12167152","179 dollars","Manhattan, Chelsea"
"6357","12167857","150 dollars","Brooklyn, Bedford-Stuyvesant"
"6358","12168087","175 dollars","Queens, Ridgewood"
"6359","12168212","79 dollars","Brooklyn, Cypress Hills"
"6360","12171671","85 dollars","Manhattan, Chelsea"
"6361","12173205","80 dollars","Queens, Ridgewood"
"6362","12174580","325 dollars","Brooklyn, Bedford-Stuyvesant"
"6363","12177276","85 dollars","Manhattan, Upper West Side"
"6364","12181549","111 dollars","Manhattan, Two Bridges"
"6365","12190495","49 dollars","Brooklyn, Bedford-Stuyvesant"
"6366","12190880","90 dollars","Manhattan, Upper West Side"
"6367","12191010","299 dollars","Queens, Arverne"
"6368","12192216","115 dollars","Manhattan, East Harlem"
"6369","12209944","265 dollars","Brooklyn, Bedford-Stuyvesant"
"6370","12210323","215 dollars","Brooklyn, East Flatbush"
"6371","12210448","120 dollars","Queens, Ridgewood"
"6372","12220661","60 dollars","Manhattan, Washington Heights"
"6373","12221970","750 dollars","Queens, Arverne"
"6374","12223159","210 dollars","Manhattan, Greenwich Village"
"6375","12223866","85 dollars","Brooklyn, Bedford-Stuyvesant"
"6376","12225838","84 dollars","Brooklyn, Williamsburg"
"6377","12230978","50 dollars","Brooklyn, Fort Greene"
"6378","12231254","60 dollars","Queens, Flushing"
"6379","12233692","60 dollars","Brooklyn, Crown Heights"
"6380","12234139","143 dollars","Manhattan, Upper West Side"
"6381","12234835","85 dollars","Manhattan, Lower East Side"
"6382","12236124","110 dollars","Queens, Sunnyside"
"6383","12243947","295 dollars","Brooklyn, Gowanus"
"6384","12251481","44 dollars","Brooklyn, Williamsburg"
"6385","12252035","275 dollars","Manhattan, East Village"
"6386","12252205","110 dollars","Manhattan, East Village"
"6387","12252993","87 dollars","Brooklyn, Crown Heights"
"6388","12265378","150 dollars","Manhattan, Lower East Side"
"6389","12266323","225 dollars","Manhattan, Murray Hill"
"6390","12267599","125 dollars","Manhattan, Harlem"
"6391","12267734","115 dollars","Manhattan, East Village"
"6392","12271309","200 dollars","Manhattan, East Village"
"6393","12272376","225 dollars","Queens, Arverne"
"6394","12272850","159 dollars","Manhattan, Kips Bay"
"6395","12273048","150 dollars","Manhattan, Theater District"
"6396","12274909","35 dollars","Brooklyn, Bay Ridge"
"6397","12282543","150 dollars","Brooklyn, Williamsburg"
"6398","12283732","159 dollars","Brooklyn, Williamsburg"
"6399","12284280","140 dollars","Brooklyn, Sunset Park"
"6400","12286191","77 dollars","Manhattan, Washington Heights"
"6401","12287479","55 dollars","Brooklyn, Gowanus"
"6402","12287516","50 dollars","Brooklyn, Park Slope"
"6403","12287838","359 dollars","Manhattan, Washington Heights"
"6404","12292226","219 dollars","Manhattan, Midtown"
"6405","12292255","189 dollars","Brooklyn, South Slope"
"6406","12293900","96 dollars","Queens, Maspeth"
"6407","12294124","125 dollars","Queens, Jackson Heights"
"6408","12296996","150 dollars","Brooklyn, East Flatbush"
"6409","12299794","60 dollars","Brooklyn, Cypress Hills"
"6410","12301028","60 dollars","Brooklyn, Cypress Hills"
"6411","12302170","350 dollars","Manhattan, Hell's Kitchen"
"6412","12302429","85 dollars","Brooklyn, Park Slope"
"6413","12304938","135 dollars","Manhattan, Upper West Side"
"6414","12307809","61 dollars","Brooklyn, Windsor Terrace"
"6415","12311270","112 dollars","Brooklyn, Greenpoint"
"6416","12315833","69 dollars","Manhattan, Harlem"
"6417","12317276","39 dollars","Brooklyn, Sheepshead Bay"
"6418","12317903","239 dollars","Manhattan, Midtown"
"6419","12322923","165 dollars","Manhattan, Chelsea"
"6420","12324757","205 dollars","Brooklyn, Williamsburg"
"6421","12325036","45 dollars","Brooklyn, Bedford-Stuyvesant"
"6422","12325045","139 dollars","Manhattan, Midtown"
"6423","12325291","339 dollars","Manhattan, Washington Heights"
"6424","12328112","450 dollars","Brooklyn, Greenpoint"
"6425","12332789","45 dollars","Brooklyn, Kensington"
"6426","12333456","199 dollars","Brooklyn, Williamsburg"
"6427","12337005","120 dollars","Brooklyn, Fort Greene"
"6428","12341856","44 dollars","Brooklyn, Crown Heights"
"6429","12342441","57 dollars","Brooklyn, Flatbush"
"6430","12342979","100 dollars","Manhattan, Midtown"
"6431","12343098","525 dollars","Manhattan, Flatiron District"
"6432","12344456","132 dollars","Brooklyn, Park Slope"
"6433","12345178","50 dollars","Queens, Flushing"
"6434","12345615","59 dollars","Bronx, Parkchester"
"6435","12345786","80 dollars","Manhattan, East Village"
"6436","12346131","450 dollars","Bronx, Pelham Gardens"
"6437","12346483","45 dollars","Brooklyn, Williamsburg"
"6438","12353119","359 dollars","Manhattan, Washington Heights"
"6439","12358117","436 dollars","Brooklyn, Flatbush"
"6440","12360207","170 dollars","Brooklyn, Williamsburg"
"6441","12365836","169 dollars","Queens, Maspeth"
"6442","12366226","55 dollars","Brooklyn, Bedford-Stuyvesant"
"6443","12366408","220 dollars","Manhattan, East Harlem"
"6444","12366762","235 dollars","Brooklyn, Bergen Beach"
"6445","12370347","48 dollars","Brooklyn, Crown Heights"
"6446","12376365","40 dollars","Queens, Laurelton"
"6447","12381255","104 dollars","Brooklyn, Williamsburg"
"6448","12381336","325 dollars","Brooklyn, Williamsburg"
"6449","12382140","299 dollars","Manhattan, Midtown"
"6450","12383067","89 dollars","Manhattan, Upper East Side"
"6451","12384862","100 dollars","Manhattan, Hell's Kitchen"
"6452","12385002","59 dollars","Queens, Jamaica"
"6453","12385794","300 dollars","Manhattan, Financial District"
"6454","12386579","50 dollars","Manhattan, Inwood"
"6455","12387961","80 dollars","Brooklyn, Williamsburg"
"6456","12388347","219 dollars","Manhattan, Hell's Kitchen"
"6457","12389574","260 dollars","Brooklyn, Bushwick"
"6458","12390529","75 dollars","Bronx, Parkchester"
"6459","12397447","75 dollars","Queens, Astoria"
"6460","12400242","215 dollars","Queens, Ridgewood"
"6461","12403252","175 dollars","Manhattan, Harlem"
"6462","12403816","140 dollars","Manhattan, Hell's Kitchen"
"6463","12419487","70 dollars","Brooklyn, Clinton Hill"
"6464","12420947","95 dollars","Brooklyn, Williamsburg"
"6465","12422277","169 dollars","Brooklyn, Fort Greene"
"6466","12425266","60 dollars","Brooklyn, Bedford-Stuyvesant"
"6467","12427898","199 dollars","Brooklyn, Sunset Park"
"6468","12433088","60 dollars","Brooklyn, Crown Heights"
"6469","12433302","170 dollars","Brooklyn, Bedford-Stuyvesant"
"6470","12434717","55 dollars","Brooklyn, Prospect-Lefferts Gardens"
"6471","12443469","195 dollars","Manhattan, Chinatown"
"6472","12445316","186 dollars","Manhattan, East Harlem"
"6473","12446548","60 dollars","Brooklyn, South Slope"
"6474","12450817","150 dollars","Brooklyn, Fort Greene"
"6475","12452110","148 dollars","Manhattan, Hell's Kitchen"
"6476","12453775","130 dollars","Manhattan, Harlem"
"6477","12485134","155 dollars","Manhattan, East Village"
"6478","12485862","184 dollars","Brooklyn, Williamsburg"
"6479","12487909","65 dollars","Queens, Flushing"
"6480","12493291","60 dollars","Queens, Jackson Heights"
"6481","12495562","225 dollars","Manhattan, Greenwich Village"
"6482","12495831","190 dollars","Manhattan, Midtown"
"6483","12496118","104 dollars","Bronx, Allerton"
"6484","12502633","100 dollars","Brooklyn, Gowanus"
"6485","12508552","85 dollars","Manhattan, Little Italy"
"6486","12513217","53 dollars","Manhattan, Upper West Side"
"6487","12523287","65 dollars","Queens, Forest Hills"
"6488","12536976","274 dollars","Manhattan, West Village"
"6489","12537157","50 dollars","Brooklyn, Bushwick"
"6490","12537221","105 dollars","Brooklyn, Prospect Heights"
